Time Span	Agent Name	Agent Faction	Date (yyyy-mm-dd)	Time (hh:mm:ss)	Lifetime AP	Current AP	Unique Portals Visited	Portals Discovered	Seer Points	XM Collected	OPR Agreements	Distance Walked	Resonators Deployed	Links Created	Control Fields Created	Mind Units Captured	Longest Link Ever Created	Largest Control Field	XM Recharged	Portals Captured	Unique Portals Captured	Mods Deployed	Resonators Destroyed	Portals Neutralized	Enemy Links Destroyed	Enemy Fields Destroyed	Max Time Portal Held	Max Time Link Maintained	Max Link Length x Days	Max Time Field Held	Largest Field MUs x Days	Unique Missions Completed	Hacks	Glyph Hack Points	Longest Hacking Streak	Agents Successfully Recruited	Mission Day(s) Attended	Recursions	
全期間	shanai	Enlightened	2019-09-22	08:54:16	311089437	29426909	6386	1	1	817670476	414	8479	313341	73105	49661	3827206	2	5253	186366069	50077	3193	50361	374525	52105	104251	65416	55	48	8	28	4413	188	126157	844162	1455	1	3	2

